9    mettre tes                    mEt te                        viens r' mettre tes souliers a
13   desordre que                  de-zORd k2                    peu le desordre que tu
153  livre mais                    liv mE                        prends le livre mais fais attention
153  autres vont                   ot v§                         que les autres vont tomber
214  sucre que                     syk k2                        du sucre que c' est .
251  souffle sur                   suf syR                       i' souffle sur la fleur nicolas
284  arbre ce                      aRb s2                        est un arbre ce n'
339  montres la                    m§t la                        que tu montres la porte
400  cadre la                      kad la                        sur le cadre la .
407  etre toute                    Et tut                        maman va etre toute sale
425  mettre ton                    mEt t§                        un peu mettre ton #
524  livre tantot                  liv t@-tO                     mis le livre tantot ?
583  prendre donc                  pR@d d§k                      va bien prendre donc ?
588  prendre sais                  pR@d sE                       pas tout prendre sais tu
625  etre casse                    Et kas                        va encore etre casse plus
648  autre boite                   ot bwat                       dans l' autre boite i'
661  remettre la                   R°-mEt la                     va remettre la moto dans la
671  autre boite                   ot bwat                       dans l' autre boite .
672  autre boite                   ot bwat                       dans l' autre boite .
679  mettre tu                     mEt ty                        de la mettre tu es
713  autres cles                   ot kle                        mettais des autres cles ?
720  mettre tes                    mEt te                        va mettre tes souliers hein .
731  mettre ton                    mEt t§                        tu vas mettre ton soulier ?
733  autre bas                     ot ba                         l' autre bas oui .
754  mettre du                     mEt dy                        maman va mettre du cirage oui
768  mettre du                     mEt dy                        non pas mettre du cirage
777  attendre que                  a-t@d k2                      faut attendre que maman ait frotte
787  mettre la                     mEt la                        va t' mettre la .
790  mettre la                     mEt la                        va t' mettre la .
861  mettre tes                    mEt te                        va mettre tes souliers sur le
863  mettre les                    mEt le                        faut les mettre les souliers
872  autre musique                 ot my-zik                     encore une autre musique ?
927  autre sens                    ot s@s                        dans l' autre sens .
930  autre crayon                  ot kRE-j§                     l' autre crayon .
947  descendre remonter            de-s@d R°-m§-te               descendre remonter .
977  perdre tout                   pERd tu                       tu vas perdre tout tout
988  ouvre la                      uv la                         on ouvre la porte ?
1003 autre camion                  ot ka-mj§                     faudrait un autre camion un plus
14843septembre tu                  sEp-t@b ty                    mois de septembre tu iras
14874prendre l'                    pR@d l                        on va prendre l' auto ?
14877entendre que                  @-t@d k2                      qui va entendre que tu
14878entendre que                  @-t@d k2                      mami va entendre que tu frappes
14976mettre des                    mEt dez                       faudra mettre des autres souliers tantot
14976autres souliers               ot su-lje                     mettre des autres souliers tantot
14976autres bas                    ot ba                         et des autres bas .
15020autre stephane                ot ste-fan                    l' autre stephane ?
15021autre stephane                ot ste-fan                    vu l' autre stephane .
15022autre stephane                ot ste-fan                    vu l' autre stephane toi
15024autre stephane                ot ste-fan                    plus l' autre stephane .
15026autre stephane                ot ste-fan                    demain l' autre stephane .
15042pauvre petit                  pov p°-ti                     oh pauvre petit garcon .
15242mettre le                     mEt l2                        va r' mettre le livre
15296livre tantot                  liv t@-tO                     ra le livre tantot .
15297livre quand                   liv k@                        ra le livre quand papa
15297autre chose                   ot Soz                        va raconter autre chose m
15298livre c'                      liv s'                        regarde le livre c' est
15308livre c'                      liv s'                        regarde le livre c' est
15381mettre ta                     mEt ta                        est pour mettre ta marque
15389mettre la                     mEt la                        est pour mettre la maison
15406etre la                       Et la                         elle doit etre la .
15476souffle les                   suf le                        stephane qui souffle les bougies
15479autre fois                    ot fwa                        oui l' autre fois c'
15487autre qu'                     ot k                          chose d' autre qu' on
15691mettre les                    mEt le                        mettre les fruits pour le p'
15753quatre petits                 kat p°-ti                     quatre petits chiens .
15775autre maison                  ot mE-z§                      dans une autre maison poupousse
15776autre maison                  ot mE-z§                      dans une autre maison poupousse
15786mettre les                    mEt le                        on va mettre les flakes hein
15832rentres dans                  R@t d@                        tu rentres dans la maison pour
15851mettre sur                    mEt syR                       pour mettre sur le feu .
15916chambre la                    S@b la                        dans la chambre la salle
15917mettre son                    mEt s§                        on va mettre son son pijama
15998prendre parce                 pR@d paRs                     pas la prendre parce qu'
15999mettre le                     mEt l2                        mettra pour mettre le gros
16090autres je                     ot Z2                         les autres je n' sais pas
16101autre cote                    ot kOt                        de l' autre cote i' n'
16110table si                      tab si                        sur la table si tu veux
16123mettre ca                     mEt sa                        on va mettre ca a la
16151etre bon                      Et b§                         ca doit etre bon .
16343autre fois                    ot fwa                        pour une autre fois .
16344autre feu                     ot f2                         voir un autre feu d'
16413quatre marteaux               kat maR-to                    quatre marteaux ?
16414quatre marteaux               kat maR-to                    as pas quatre marteaux .
16416autre beau                    ot bo                         a un autre beau jeu
16505lettres ca                    lEt sa                        boite aux lettres ca ?
16508ouvre la                      uv la                         on ouvre la p' tite porte
16733table la                      tab la                        est a table la ?
16734table la                      tab la                        est a table la dans
16741mettre le                     mEt l2                        tasses pour mettre le .
16796ouvre la                      uv la                         ouvre la porte .
16811autre cote                    ot kOt                        de l' autre cote .
16879etre la                       Et la                         saurais pas etre la puisque
16904autre cote                    ot kOt                        de l' autre cote .
16949souffles les                  suf le                        tu souffles les bougies la ?
17006montres pas                   m§t pa                        tu n' montres pas herve ?
17010remettre l'                   R°-mEt l                      tu veux remettre l' album ?
17038mettre ton                    mEt t§                        tu veux mettre ton collier ?
17078etre gentil                   Et Z@-ti                      continues a etre gentil stephane
17082entendre pleurer              @-t@d pl2-Re                  va t' entendre pleurer .
17110arbres cheri                  aRb Se-Ri                     sont des arbres cheri .
17134mettre sur                    mEt syR                       venaient se mettre sur la
17226prendre l'                    pR@d l                        on va prendre l' avion ?
17237prendre l'                    pR@d l                        on va prendre l' avion et
17269desordre tantot               de-zORd t@-tO                 mis du desordre tantot dans
17276souffle les                   suf le                        qui a souffle les bougies
17307mettre la                     mEt la                        aujourd'hui pour mettre la piscine
17366montre pas                    m§t pa                        ne l' montre pas .
17462pantoufles parce              p@-tuf paRs                   met' les pantoufles parce que
17462etre tout                     Et tu                         i' vont etre tout sales
17655meubles dans                  m9b d@                        tous les meubles dans le
17657meubles dans                  m9b d@                        tous les meubles dans le
17709etre que                      Et k2                         gentil peut etre que tu
17767souffle les                   suf le                        tammy a souffle les bougies
17871ensemble pour                 @-s@b puR                     les briques ensemble pour faire
18070semble que                    s@b k2                        i' m' semble que ca
18113mettre la                     mEt la                        il faut mettre la prise oui
18135etre qu'                      Et k                          peut etre qu' il apport' ra
18193attendre pour                 a-t@d puR                     faut attendre pour te gratter .
18213montre les                    m§t le                        on montre les locomotives .
18269mettre n'                     mEt n                         on peut mettre n' importe quoi
18270mettre des                    mEt de                        peut meme mettre des vaches
18273mettre tout                   mEt tu                        on peut mettre tout c'
18304prendre l'                    pR@d l                        il faut prendre l' aut'
18326mettre ses                    mEt sez                       i' veut mettre ses autos dessus
18327notre gros                    nOt gRo                       il est notre gros kouki
18399mettre ses                    mEt sez                       i' veut mettre ses autos dessus
18400notre gros                    nOt gRo                       il est notre gros kouki
18402mettre ses                    mEt sez                       i' veut mettre ses autos dessus
18410diable ce                     djab s2                       fait le diable ce soir
18425quatre pistes                 kat pist                      c' est quatre pistes .
18468enregistres pas               @R-Zist pa                    tu n' enregistres pas grand
18476montres la                    m§t la                        et tu montres la maison d'
18477montres la                    m§t la                        que tu montres la maisom
18496entre dans                    @t d@                         qu' on entre dans la
18573autre maison                  ot mE-z§                      dans l' autre maison hein
18575autre maison                  ot mE-z§                      etait l' autre maison ?
18665etre que                      Et k2                         peut etre que papy donnera des
18673etre gentil                   Et Z@-ti                      il faut etre gentil .
18680etre gentil                   Et Z@-ti                      i' faut etre gentil .
18701souffle les                   suf le                        oui souffle les bougies .
18747mettre la                     mEt la                        on doit mettre la prise
18855mettre du                     mEt dy                        mettre du lait aux poissons ?
18883autre page                    ot paZ                        non l' autre page l' autre
18883autre cote                    ot kOt                        page l' autre cote .
18951mettre les                    mEt le                        facteur venait mettre les lettres
18965tables les                    tab le                        brules les tables les vetements
18986etre la                       Et la                         i' faut etre la .
18989mettre de                     mEt d2                        sou pour mettre de cote
19003mettre le                     mEt l2                        fait pour mettre le sou
19008mettre de                     mEt d2                        faut la mettre de cote alors
19010mettre ton                    mEt t§                        vas tu mettre ton sou
19012prendre ton                   pR@d t§                       tu pourras prendre ton sou
19015mettre le                     mEt l2                        on va mettre le s
19020mettre les                    mEt le                        pas mettre les sous en bouche
19021mettre le                     mEt l2                        vas tu mettre le sou
19110prendre ton                   pR@d t§                       sais pas prendre ton helicoptere
19136table sais                    tab sE                        sur la table sais tu
19207mettre d'                     mEt d                         i' faut mettre d' abord le
19284etre tout                     Et tut                        i' fallait etre tout au
19368descendre monter              de-s@d m§-te                  temps monter descendre monter descendre
19423prendre la                    pR@d la                       vais pas prendre la mouche
19431mettre dans                   mEt d@                        va mettre dans la poubelle la
19491mettre dans                   mEt d@                        bagages pour mettre dans l'
19493mettre des                    mEt de                        ' faut mettre des gens dans
19539mettre quelque                mEt kElk                      oublie d' mettre quelque chose
19547mettre dans                   mEt d@                        pas en mettre dans l'
19553mettre de                     mEt d2                        pour pouvoir mettre de l'
19565autre robe                    ot ROb                        prendre une autre robe ou
19596pauvres gens                  pov Z@                        oh les pauvres gens qui sont
19598etre blesses                  Et blEs                       gens vont etre blesses hein
19676autre quoi                    ot kwa                        l' autre quoi ?
19677autre stephane                ot ste-fan                    l' autre stephane ?
19678autre stephane                ot ste-fan                    est l' autre stephane .
19681entre dans                    @t d@                         voix elle entre dans la
19682entre dans                    @t d@                         voix elle entre dans la
19724mettre juste                  mEt Zyst                      la r' mettre juste .
19746mettre sur                    mEt syR                       chapeau pour mettre sur sa
19793autre livre                   ot livR                       pris ton autre livre ?
19805mettre le                     mEt l2                        pour mettre le feu ?
19806mettre le                     mEt l2                        pas pour mettre le feu
19831etre gentil                   Et Z@-ti                      i' faut etre gentil .
19876autre jour                    ot ZuR                        vus l' autre jour .
19915mettre le                     mEt l2                        va l' mettre le beton
19917mettre la                     mEt la                        va l' mettre la .
19920mettre le                     mEt l2                        aller le mettre le beton
19925attendre qu'                  a-t@d k                       i' faut attendre qu' i' seche
19967mettre dans                   mEt d@z                       peut la mettre dans un
20004arbre les                     aRb le                        sur un arbre les p'
20023rentre dans                   R@t d@                        monsieur i' rentre dans la
20043mettre la                     mEt la                        pas la mettre la .
20066autre dans                    ot d@                         est l' autre dans l'
20119descendre la                  de-s@d la                     tu fais descendre la lune la
20148livre pour                    liv puR                       chercher un livre pour pouvoir
20220autre petit                   ot p°-ti                      garde l' autre petit elephant
20238livre ci                      liv si                        dans c' livre ci aussi
20257mordre ton                    mORd t§                       mordre ton doigt .
20272propre la                     pROp la                       est pas propre la langue
20309autre queue                   ot k2                         l' autre queue ?
20367entre par                     @t paR                        il est entre par la porte
20371entre par                     @t paR                        il est entre par la
20374souffle les                   suf le                        qu' il souffle les maisons
20425entre dans                    @t d@                         il est entre dans la maison
20589prendre de                    pR@d d2                       non pour prendre de l' eau
20602table tu                      tab ty                        sur la table tu la
20610mettre les                    mEt le                        et pas mettre les souliers sur
20664enregistre stephane           @R-Zist ste-fan               si on enregistre stephane .
20674enregistre t'                 @R-Zist t                     t' aura enregistre t' auras
20849prendre toutes                pR@d tut                      a ete prendre toutes les
20850lettres qui                   lEt ki                        toutes les lettres qui etaient dans
20868lettres dans                  lEt d@                        met les lettres dans des
20877lettres qui                   lEt ki                        toutes les lettres qui sont
20883lettres qui                   lEt ki                        regarde les lettres qui sont dans
20885mettre le                     mEt l2                        on va mettre le sac
20887lettres ca                    lEt sa                        et les lettres ca va
20889lettres vont                  lEt v§                        si les lettres vont dans
20892lettres vont                  lEt v§                        les lettres vont dans l' avion
20904lettres vont                  lEt v§                        vois les lettres vont arriver
20944prendre dehors                pR@d d°-OR                    tu viens prendre dehors .
20983lettre pour                   lEt puR                       une lettre pour papa ?
21077enregistre stephane           @R-Zist ste-fan               non on enregistre stephane .
21109souffle les                   suf le                        est-ce qui souffle les bougies
21148enregistre stephane           @R-Zist ste-fan               on aura enregistre stephane .
21173sable c'                      sab s'                        dans le sable c' est
21211lettre qu'                    lEt k                         dans la lettre qu' est-ce qu'
21335autre jour                    ot ZuR                        tantot l' autre jour oui
21347livre pour                    liv puR                       est un livre pour lire
21369autre chose                   ot Soz                        parler d' autre chose que
21391etre sale                     Et sal                        i' doit etre sale .
21397mettre ca                     mEt sa                        veux tu mettre ca sur
21515mettre ses                    mEt se                        peut pas mettre ses souliers
21597semble que                    s@b k2                        i' m' semble que tu fais
21615mettre de                     mEt d2                        tu vas mettre de l' essence
21619coffre ton                    kOf t§n                       dans l' coffre ton essence ?
21620coffre du                     kOf dy                        dans l' coffre du camper
21625prendre ton                   pR@d t§n                      vais pas prendre ton essence
21712mettre de                     mEt d2                        i' va mettre de l' eau
21719ouvre l'                      uv l                          pompier qui ouvre l' eau
21721livre si                      liv si                        dechirer ton livre si tu
21725autre pompier                 ot p§-pje                     est un autre pompier aussi
21769autre qui                     ot ki                         quelqu'un d' autre qui l'
21776prendre le                    pR@d l2                       i' va prendre le p'
21778autre quoi                    ot kwa                        un autre quoi donc stephane ?
21779autre monsieur                ot m°-sj2                     un autre monsieur ?
21786pauvre petit                  pov p°-ti                     oh pauvre petit .
21796autre chose                   ot Soz                        ben fais autre chose .
21810prendre ton                   pR@d t§n                      vais pas prendre ton eau
21842entre dans                    @t d@                         elle entre dans la maison d'
21874rentrent chez                 R@t Se                        ours qui rentrent chez eux
21876rentrent dans                 R@t d@                        i' rentrent dans leur maison ?
21895pauvre bebe                   pov be-be                     oh pauvre bebe ours i' n'
21963mettre ta                     mEt ta                        tu veux mettre ta main dessus
22012ventre du                     v@t dy                        hors du ventre du grand
22138livres qui                    liv ki                        tous les livres qui sont
22169table donc                    tab d§k                       burger a table donc ?
22225lettres sais                  lEt sE                        perdu des lettres sais tu
22226lettres qui                   lEt ki                        beaucoup des lettres qui n'
22236lettres mon                   lEt m§                        beaucoup des lettres mon tresor
22245lettres sais                  lEt sE                        de tes lettres sais tu
22381prendre les                   pR@d le                       maman va prendre les bleus .
22382mettre tous                   mEt tu                        on va mettre tous les bleus
22405etre tout                     Et tu                         est pour etre tout pres
22430autre vert                    ot vER                        encore un autre vert .
22454mettre la                     mEt la                        pour les mettre la .
22576prendre le                    pR@d l2                       pour prendre le fusil .
22577prendre ton                   pR@d t§                       pas encore prendre ton fusil
22617mettre sur                    mEt syR                       mieux t' mettre sur le
22619etre plus                     Et ply                        pour etre plus pres de la
22720montre les                    m§t le                        oui je montre les dents maint'
22795mettre ca                     mEt sa                        sait pas mettre ca dans
22799mettre dans                   mEt d@                        pas les mettre dans les
22838tricycle si                   tRi-sik si                    faire un tricycle si tu
22845table cheri                   tab Se-Ri                     p' tite table cheri .
22859autre quoi                    ot kwa                        une autre quoi ?
22893mettre faudrait               mEt fo-dRE                    chose pour mettre faudrait quelque
22965mettre les                    mEt lez                       va vite mettre les autres maint'
22974etre que                      Et k2                         ben peut etre que si .
22982mettre des                    mEt dez                       saurais pas mettre des autres
22982autres roues                  ot Ru                         mettre des autres roues .
23028prendre de                    pR@d d2                       i' peut prendre de l' eau
23061mettre sa                     mEt sa                        sait bien mettre sa tete
23085livres la                     liv la                        tous les livres la bas
23141autres qui                    ot ki                         etait les autres qui les
23182mettre ta                     mEt ta                        non pas mettre ta bouche
23184mettre ta                     mEt ta                        soin de mettre ta bouche
23251diable toi                    djab twa                      p' tit diable toi .
23266etre gentil                   Et Z@-ti                      peux bien etre gentil si
23281livres pour                   liv puR                       des livres pour qui ?
23285livres pour                   liv puR                       des livres pour qui ?
23286livres pour                   liv puR                       ah des livres pour les p'
23293prendre tous                  pR@d tus                      saurais pas prendre tous .
23309montre ta                     m§t ta                        montre ta main a maman .
23325pauvre mamy                   pov ma-mi                     pauvre mamy qui est toute seule
23344mettre ce                     mEt s2                        faut pas mettre ce bouton~la
23478ouvre la                      uv la                         il ouvre la bouche .
23503mettre sa                     mEt sa                        on pouvait mettre sa main
23507mettre sa                     mEt sa                        pouvait pas mettre sa main
23509mettre sa                     mEt sa                        faut pas mettre sa main parce
23526mettre ca                     mEt sa                        veux pas mettre ca ?
23598autre camion                  ot ka-mj§                     ton autre camion ?
23606mettre derriere               mEt dE-RjER                   de l' mettre derriere .
23642prendre de                    pR@d d2                       elle va prendre de l' eau
23697livre cheri                   liv Se-Ri                     peu ton livre cheri parce
23710puzzle comme                  p9z kOm                       fais un puzzle comme les grands
23763prendre les                   pR@d lez                      sait pas prendre les escaliers
23767mettre de                     mEt d2                        pour mettre de l' eau oui
23774mettre de                     mEt d2                        attacher pour mettre de l'
23784autre lampe                   ot l@p                        a une autre lampe qu'
23818teindre le                    t5d l2                        pour e teindre le feu
23823mettre de                     mEt d2                        hein ca mettre de l'
23830puzzle ca                     p9z sa                        un nouveau puzzle ca que
23837puzzle maman                  p9z ma-m@                     le nouveau puzzle maman ?
23883puzzle si                     p9z si                        faire un puzzle si tu
23888semble que                    s@b k2                        i' m' semble que tu d'
23911prendre quand                 pR@d k@                       fallait l' prendre quand mary
23926mettre mais                   mEt mE                        faut la mettre mais sans
23950table comme                   tab kOm                       sur la table comme ca
24029autre quoi                    ot kwa                        un autre quoi ?
24051puzzle si                     p9z si                        faire le puzzle si tu
24065mettre c'                     mEt s'                        vas mettre c' ui~la ?
24078table donc                    tab d§k                       d' la table donc t'
24078etre plus                     Et ply                        p' t etre plus facile
24109enregistre stephane           @R-Zist ste-fan               stephane on enregistre stephane la
24124mettre ton                    mEt t§n                       tu vas mettre ton auto
24166mettre toi                    mEt twa                       saurais bien mettre toi le
24204mettre ses                    mEt se                        mettre ses pieds ou ?
24207mettre ses                    mEt se                        mettre ses pieds dans l' eau
24275mettre les                    mEt le                        tu vas mettre les cuilleres ?
24353livre pendant                 liv p@-d@                     garder le livre pendant qu'
24442autre chose                   ot Soz                        a mis autre chose ?
24466enregistre stephane           @R-Zist ste-fan               oui on enregistre stephane cheri ?
24521etre quelque                  Et kElk                       saurait pas etre quelque part
24527etre qu'                      Et k                          mamy peut etre qu' on
24546etre que                      Et k2                         peut etre que jeff n' est
24552etre gentil                   Et Z@-ti                      tu veux etre gentil .
24571autre jour                    ot ZuR                        building un autre jour .
24572autre jour                    ot ZuR                        chien un autre jour aussi
24645attendre des                  a-t@d de                      faut encore attendre des jours
24687mettre moi                    mEt mwa                       dois les mettre moi maint'
24760etre tu                       Et ty                         peut etre tu n' as pas
24811etre mouille                  Et muj                        ca va etre mouille .
24836cadre rouge                   kad RuZ                       le cadre rouge .
24961mettre les                    mEt le                        alors pour mettre les lettres
25008souffle quoi                  suf kwa                       on a souffle quoi ?
25009souffle les                   suf le                        qui a souffle les bougies
25014souffle les                   suf le                        maman a souffle les bougies
25116table puis                    tab p8i                       met' la table puis maman
25255etre plus                     Et ply                        faut etre plus grand .
25303enregistre pas                @R-Zist pa                    n' t' enregistre pas ?
25316pantoufles de                 p@-tuf d2                     chercher les pantoufles de maman
25331suivre la                     s8iv la                       tu dois suivre la tirette
25364etre malade                   Et ma-lad                     tu vas etre malade alors demain
25382pantoufles pres               p@-tuf pRE                    met' tes pantoufles pres d'
25388entendre crier                @-t@d kRi-je                  tu veux entendre crier stephane dans
25600etre mange                    Et m@Z                        ne pas etre mange on
25639etre si                       Et si                         peut etre si jeffrey veut bien
25641mettre quoi                   mEt kwa                       faut r' mettre quoi ?
25974enregistre stephane           @R-Zist ste-fan               oui on enregistre stephane .
26003autre que                     ot k2                         as un autre que tu
26005prendre l'                    pR@d l                        tu veux prendre l' autre medicament
26015prendre le                    pR@d l2                       faut prendre le sirop sinon tu
26030prendre le                    pR@d l2                       tu veux prendre le medicament de
26032entendre stephane             @-t@d ste-fan                 on va entendre stephane qui
26081montre ses                    m§t se                        qu' maman montre ses dents
26215mettre les                    mEt le                        pour pouvoir mettre les pneus
26437arbres toi                    aRb twa                       feuilles des arbres toi ?
26439arbre cheri                   aRb Se-Ri                     est un arbre cheri .
26566mettre pour                   mEt puR                       vas te mettre pour faire
26569table sais                    tab sE                        verras la table sais tu
26700autre chaise                  ot SEz                        ter une autre chaise ou
26701autre chaise                  ot SEz                        ter une autre chaise .
26704autre chaise                  ot SEz                        regarder une autre chaise ?
26705autre chaise                  ot SEz                        histoire l' autre chaise .
26708montre cheri                  m§t Se-Ri                     est ma montre cheri .
26794ventre de                     v@t d2                        dans l' ventre de grand
26804prendre la                    pR@d la                       pour prendre la grand maman et
26808prendre grand                 pR@d gR@                      pour prendre grand maman et petit
26808ventre du                     v@t dy                        dans le ventre du mechant
26817souffle la                    suf la                        qu' i' souffle la maison
26845semble que                    s@b k2                        i' m' semble que t' as
26895lettre qui                    lEt ki                        est une lettre qui va
26914autre cote                    ot kOt                        d' l' autre cote .
26927montre moi                    m§t mwa                       montre moi le a .
26947lettre ca                     lEt sa                        pas une lettre ca .
26993mettre mais                   mEt mE                        peut les mettre mais c'
27065sucre dans                    syk d@                        met du sucre dans l'
27123etre qu'                      Et k                          peut etre qu' i' n' a
27128autre qu'                     ot k                          encore d' autre qu' on
27156mettre le                     mEt l2                        i' faut mettre le flash
27188mettre ta                     mEt ta                        j' dois mettre ta pantoufle
27190mettre sur                    mEt syR                       pas t' mettre sur les
27195table pour                    tab puR                       met la table pour toi
27197attendre qu'                  a-t@d k                       i' faut attendre qu' on
27204livres ca                     liv sa                        sont des livres ca ?
27212lettre cheri                  lEt Se-Ri                     oui une lettre cheri .
27215timbres pour                  t5b puR                       des timbres pour maman ?
27221lettre ca                     lEt sa                        pas une lettre ca .
27223timbres dessus                t5b d°-sy                     avec les timbres dessus hein
27244livre sais                    liv sE                        drole de livre sais tu
27246autre couronne                ot ku-ROn                     encore une autre couronne .
27255autre livre                   ot livR                       trouve un autre livre ?
27319mettre partout                mEt paR-tu                    vas te mettre partout tu
27345tigre cheri                   tig Se-Ri                     est un tigre cheri .
27346tigre quelque                 tig kElk                      vu un tigre quelque part
27361mettre dans                   mEt d@                        on va mettre dans l'
27362mettre des                    mEt dez                       on va mettre des animaux cheri
27363mettre dans                   mEt d@                        on va mettre dans l'
27367mettre tous                   mEt tu                        on va mettre tous les animaux
27373autre tigre                   ot tigR                       est un autre tigre .
27374tigre cheri                   tig Se-Ri                     est un tigre cheri .
27440livres parce                  liv paRs                      de tes livres parce que
27441livre pour                    liv puR                       pas un livre pour les
27471etre la                       Et la                         devrait etre la .
27592mettre sur                    mEt syR                       vas l' mettre sur la
27594mettre sur                    mEt syR                       va la mettre sur la ferme
27618table pour                    tab puR                       d' la table pour faire
27630livre n'                      liv n                         que le livre n' est
27631livre de                      liv d2                        est un livre de la
27632livre de                      liv d2                        est un livre de la
27648mettre dans                   mEt d@                        de s' mettre dans l'
27679puzzle de                     p9z d2                        t' un puzzle de la
27679puzzle de                     p9z d2                        t' un puzzle de la
27682table si                      tab si                        d' la table si tu
27693mettre le                     mEt l2                        i' va mettre le cadeau
27696mettre le                     mEt l2                        i' va mettre le cadeau
27730autre jour                    ot ZuR                        voir l' autre jour .
27818autre chose                   ot Soz                        t' dire autre chose .
27820ventre tu                     v@t ty                        dans ton ventre tu n'
27928montre que                    m§t k2                        maman te montre que ca
27970autre monsieur                ot m°-sj2                     vite l' autre monsieur qui
28022etre battu                    Et ba-ty                      i' va etre battu .
28023etre battu                    Et ba-ty                      i' va etre battu par un
28023autre clown                   ot klun                       par un autre clown .
28033autre livre                   ot livR                       peu un autre livre .
28035autre livre                   ot livR                       prendre un autre livre .
28048autres choses                 ot Soz                        a d' autres choses que
28050autre que                     ot k2                         avait d' autre que d'
28104etre de                       Et d2                         de d' etre de de
28211autre jour                    ot ZuR                        est l' autre jour .
28212autre jour                    ot ZuR                        l' autre jour il a amene
28249autre jour                    ot ZuR                        vu l' autre jour .
28275autre dedans                  ot d°-d@                      chose d' autre dedans .
28292mettre dans                   mEt d@                        pas l' mettre dans ce
28335rouvre pas                    Ruv pa                        ne l' rouvre pas encore une
28341autre chose                   ot Soz                        a donne autre chose a
28525arbre tu                      aRb ty                        est un arbre tu veux
28591contre le                     k§t l2                        s' appuie contre le tronc
28670souffle casse                 suf kas                       il a souffle casse la
28848autre chose                   ot Soz                        monsieur fait autre chose .
28861etre non                      Et n§                         bonjour peut etre non ?
28868autre chose                   ot Soz                        d' faire autre chose .
29207mettre la                     mEt la                        tu veux mettre la .
29254mettre le                     mEt l2                        qui vas mettre le collier
29440entendre stephane             @-t@d ste-fan                 veux pas entendre stephane .
29442enregistres stephane          @R-Zist ste-fan               alors tu enregistres stephane .
29521table cheri                   tab Se-Ri                     sur la table cheri .
29538souffle quelque               suf kElk                      on a souffle quelque chose ?
29539souffle des                   suf de                        on a souffle des bougies ?
29564mettre ton                    mEt t§                        ne pas mettre ton aut' pied
29580mettre ton                    mEt t§n                       non pas mettre ton autre pied
29580autre pied                    ot pje                        mettre ton autre pied a
29671mettre la                     mEt la                        va tu mettre la .
29672mettre la                     mEt la                        tu peux mettre la tv mais
29756etre tres                     Et tRE                        i' va etre tres grand ce
29809prendre quoi                  pR@d kwa                      pour prendre quoi ?
29831mettre la                     mEt la                        on peut mettre la tv
29855autre jour                    ot ZuR                        l' autre jour t' as pleure
29862etre faire                    Et fER                        ete peut etre faire une
29871etre tout                     Et tu                         i' va etre tout plein
29924lettres que                   lEt k2                        boites de lettres que tu
29926lettres qu'                   lEt k                         sont des lettres qu' on
29926mettre sur                    mEt syR                       on peut mettre sur le
29928lettre qui                    lEt ki                        est une lettre qui marche
29954mettre dans                   mEt d@                        achete pour mettre dans ton
29978lettres pour                  lEt puR                       toutes les lettres pour faire
30015autre chose                   ot Soz                        parler d' autre chose .
30036lettres pour                  lEt puR                       toutes les lettres pour ecrire
30076lettres sais                  lEt sE                        encore des lettres sais tu
30118prendre dans                  pR@d d@                       faut l' prendre dans papa
30121prendre le                    pR@d l2                       i' faut prendre le p
30138prendre dans                  pR@d d@                       faut le prendre dans papa
30173lettres pour                  lEt puR                       assez des lettres pour faire
30177lettres pour                  lEt puR                       assez de lettres pour maman
30209table chez                    tab Se                        sur la table chez mac
30214entre par                     @t paR                        elle entre par la maman ou
30218autre petit                   ot p°-ti                      est l' autre petit monsieur
30226mettre deux                   mEt d2                        on va mettre deux plateaux et
30246table la                      tab la                        p' tite table la .
30247table tout                    tab tu                        p' tite table tout pres
30250autre madame                  ot ma-dam                     ah ton autre madame .
30256prendre le                    pR@d l2                       i' va prendre le hamburger la
30300pauvre madame                 pov ma-dam                    pauvre madame qui fait boum .
30320autre monsieur                ot m°-sj2                     est un autre monsieur qui
30323autre monsieur                ot m°-sj2                     voila un autre monsieur avec sa
30326pauvre monsieur               pov m°-sj2                    hein l' pauvre monsieur si
30373mettre dans                   mEt d@                        bottines pour mettre dans les
30422ouvre toute                   uv tut                        garage s' ouvre toute seule
30423ouvre toute                   uv tut                        garage s' ouvre toute seule
30441notre l'                      nOt l                         avoir sur notre l' auto
30496etre content                  Et k§-t@                      va pas etre content .
30604mettre souvent                mEt su-v@                     doit souvent mettre souvent des
30613mettre de                     mEt d2                        saurais pas mettre de la
30672mettre ta                     mEt ta                        faudrait mettre ta ceinture .
30677mettre ce                     mEt s2                        grand pour mettre ce ce
30686puzzle tiens                  p9z tj5                       est un puzzle tiens .
30691ouvre pas                     uv pa                         ne l' ouvre pas le puzzle
30700autre moment                  ot mo-m@                      a un autre moment .
30734puzzle qui                    p9z ki                        te le puzzle qui l'
30745mettre les                    mEt lez                       i' faut mettre les arbres au
30746arbres la                     aRb la                        feuilles des arbres la au
30761rentre la                     R@t la                        ca rentre la au d' ssus
30827livres sont                   liv s§                        quand les livres sont la
30843mettre la                     mEt la                        va devoir mettre la table
30912arbre la                      aRb la                        le l' arbre la ?
30931coudre mais                   kud mE                        encore le coudre mais qu'
30937mettre la                     mEt la                        la et mettre la bouche
30939mettre des                    mEt dez                       et mettre des yeux .
30943mettre la                     mEt la                        pour mettre la bouche oui .
30964autres tissus                 ot ti-sy                      ai deux autres tissus et
